company_name,product_name,avg_rating_anomalies,avg_rating_non_anomalies,percentage_anomalies
ComfortLab,"(nan,)",4.78,4.82,5.0
FirstAid,"(nan,)",4.89,4.79,5.0
Rovectin,"(nan,)",5.0,5.0,5.88
Shift,"(nan,)",5.0,5.0,14.29
theWhoo,"(nan,)",4.88,4.92,4.97
아프리모,"(nan,)",4.98,4.98,4.58
